search_id,user_id,query
22617,3962,turn
22618,7540,imagine
22619,7710,left
22620,1872,must
22621,2385,cut
22622,5266,at
22623,9437,not
22624,9059,visit
22625,2173,concern
22626,6777,customer
22627,689,with
22628,2106,shoulder
22629,1498,tonight
22630,9910,conference
22631,9800,life
22632,3241,beat
22633,569,ball
22634,1855,marriage
22635,1724,before
22636,1803,charge
22637,7287,medical
22638,4742,executive
22639,9291,really
22640,2373,go
22641,3048,current
22642,5053,win
22643,3530,how
22644,5861,yourself
22645,9776,simply
22646,471,production
22647,3195,weight
22648,1699,expect
22649,6579,himself
22650,3483,world
22651,9737,contain
22652,679,phone
22653,305,far
22654,6115,usually
22655,8399,on
22656,3541,front
22657,7467,out
22658,6414,organization
22659,8275,structure
22660,6215,it
22661,4470,individual
22662,4131,air
22663,2982,food
22664,9117,suffer
22665,4248,when
22666,1180,recently
22667,5156,another
22668,4557,more
22669,5542,never
22670,1931,yeah
22671,1964,why
22672,173,claim
22673,6458,stock
22674,243,seem
22675,3307,walk
22676,8826,outside
22677,9413,loss
22678,2604,school
22679,3356,central
22680,6319,student
22681,1475,add
22682,4188,crime
22683,6488,you
22684,1629,wind
22685,7667,wish
22686,9486,seven
22687,2557,save
22688,3560,develop
22689,9729,former
22690,9417,ability
22691,4488,not
22692,2358,thought
22693,8000,form
22694,8907,necessary
22695,2628,song
22696,2064,knowledge
22697,1491,prevent
22698,3737,for
22699,7107,knowledge
22700,6774,enough
22701,5698,gas
22702,3100,my
22703,9664,knowledge
22704,8581,near
22705,7236,thing
22706,9517,conference
22707,2521,item
22708,6128,any
22709,7175,television
22710,770,who
22711,8406,partner
22712,3414,expert
22713,6799,possible
22714,7214,determine
22715,6748,yeah
22716,675,air
22717,1911,certain
22718,3797,low
22719,5527,hand
22720,1262,energy
22721,3871,view
22722,5831,light
22723,2093,wife
22724,9053,support
22725,1004,tax
22726,7334,partner
22727,394,can
22728,9002,up
22729,2700,interest
22730,9238,toward
22731,3640,collection
22732,2168,may
22733,4788,too
22734,2085,or
22735,4269,but
22736,7173,past
22737,9988,maybe
22738,2594,authority
22739,8129,matter
22740,5840,water
22741,3062,after
22742,7637,some
22743,7189,record
22744,908,seem
22745,4134,director
22746,133,mention
22747,2593,poor
22748,1143,good
22749,4050,line
22750,3658,brother
22751,3002,section
22752,3219,president
22753,8281,research
22754,1613,hope
22755,7735,high
22756,7732,national
22757,9620,member
22758,5817,stage
22759,9263,each
22760,6741,where
22761,863,subject
22762,4050,fight
22763,6918,policy
22764,5972,discover
22765,8087,wind
22766,3754,response
22767,9233,behavior
22768,8822,system
22769,1277,third
22770,7824,education
22771,4876,cold
22772,5455,board
22773,5285,music
22774,1587,project
22775,3738,present
22776,660,officer
22777,6219,far
22778,9341,Mr
22779,703,east
22780,1512,check
22781,3547,card
22782,2186,meeting
22783,961,similar
22784,4856,down
22785,3841,or
22786,2009,north
22787,2891,candidate
22788,6199,college
22789,7770,soon
22790,1446,more
22791,9076,movie
22792,2961,through
22793,2067,pull
22794,2041,skin
22795,8195,although
22796,3644,arm
22797,3630,stuff
22798,6395,finish
22799,4189,seven
22800,9452,red
22801,264,agency
22802,3222,turn
22803,5887,society
22804,4405,save
22805,7614,social
22806,148,best
22807,4243,wife
22808,6777,project
22809,5989,money
22810,4268,policy
22811,9611,recent
22812,3169,career
22813,3944,or
22814,9643,enter
22815,8157,major
22816,5271,high
22817,2098,beyond
22818,4296,family
22819,6781,year
22820,2472,particular
22821,3138,there
22822,4899,cultural
22823,2467,occur
22824,334,hair
22825,34,whole
22826,5034,security
22827,2551,draw
22828,2840,day
22829,8248,recently
22830,3720,walk
22831,1141,note
22832,6452,product
22833,7132,none
22834,6519,stay
22835,9836,turn
22836,6389,hospital
22837,5672,radio
22838,1034,list
22839,8265,program
22840,3187,look
22841,5563,picture
22842,7463,skill
22843,6685,between
22844,9974,step
22845,65,say
22846,7249,tax
22847,6108,can
22848,1049,suffer
22849,9388,class
22850,5312,because
22851,7335,early
22852,4135,design
22853,3124,safe
22854,3877,toward
22855,2028,leader
22856,2873,success
22857,1614,agency
22858,6339,body
22859,8892,power
22860,743,anything
22861,5755,until
22862,82,federal
22863,7339,worry
22864,4818,so
22865,7847,often
22866,6857,near
22867,5024,law
22868,8978,experience
22869,2974,economic
22870,1392,wall
22871,3991,work
22872,7664,why
22873,10,walk
22874,1915,easy
22875,3938,west
22876,4844,blood
22877,9292,improve
22878,1989,between
22879,12,live
22880,5366,happen
22881,3034,source
22882,2799,some
22883,4420,middle
22884,6045,chair
22885,827,see
22886,1575,full
22887,6689,office
22888,3536,word
22889,4016,edge
22890,6849,receive
22891,3279,operation
22892,8397,husband
22893,8735,recently
22894,6671,those
22895,8710,design
22896,8731,that
22897,9291,team
22898,7482,citizen
22899,3138,behavior
22900,3877,movie
22901,7442,information
22902,6635,color
22903,9057,hear
22904,3931,finally
22905,5956,you
22906,346,music
22907,9344,third
22908,1783,keep
22909,8356,professional
22910,4189,oil
22911,6750,hundred
22912,7325,region
22913,6133,culture
22914,6334,arrive
22915,3931,pattern
22916,4376,build
22917,2321,small
22918,9143,without
22919,8673,learn
22920,1031,those
22921,3744,song
22922,3529,bad
22923,5042,protect
22924,6739,four
22925,7207,too
22926,6337,herself
22927,6630,generation
22928,875,member
22929,5044,this
22930,1851,sort
22931,2138,section
22932,1248,leg
22933,2489,side
22934,2437,majority
22935,796,road
22936,5115,that
22937,5797,impact
22938,9500,end
22939,4965,central
22940,1072,girl
22941,2728,trouble
22942,9192,everything
22943,6986,wait
22944,434,around
22945,541,arm
22946,9600,throughout
22947,6926,thank
22948,1260,professional
22949,749,edge
22950,6464,bring
22951,8766,rock
22952,3315,give
22953,488,eye
22954,6057,hard
22955,8166,old
22956,944,term
22957,1829,real
22958,2422,whole
22959,860,ahead
22960,7057,attorney
22961,919,few
22962,3856,world
22963,5165,either
22964,4565,prevent
22965,2031,change
22966,8188,soon
22967,7567,father
22968,8586,garden
22969,3323,tend
22970,2880,during
22971,4870,others
22972,7584,prove
22973,3931,law
22974,2591,hope
22975,8945,thus
22976,6729,drug
22977,5794,assume
22978,745,call
22979,3137,behind
22980,3546,act
22981,1116,throw
22982,8738,mean
22983,1838,employee
22984,8965,represent
22985,8173,sign
22986,7525,sit
22987,6215,senior
22988,667,without
22989,4197,front
22990,4941,over
22991,695,north
22992,7267,knowledge
22993,1265,everyone
22994,682,draw
22995,7055,attention
22996,2110,official
22997,7868,own
22998,9426,meet
22999,5967,son
23000,43,issue
23001,59,rate
23002,4497,want
23003,1586,cut
23004,1672,view
23005,4617,partner
23006,3595,see
23007,8632,white
23008,2407,forward
23009,4330,herself
23010,5800,accept
23011,4878,true
23012,179,fall
23013,5967,TV
23014,4469,in
23015,8443,small
23016,5673,back
23017,9445,any
23018,7980,student
23019,5979,grow
23020,7877,course
23021,854,arrive
23022,5259,other
23023,1280,girl
23024,1935,scientist
23025,1155,score
23026,5747,certainly
23027,2741,do
23028,1800,national
23029,4733,teach
23030,192,thing
23031,5979,list
23032,5892,international
23033,556,dream
23034,7329,usually
23035,9857,investment
23036,38,feeling
23037,9559,sing
23038,8154,common
23039,7544,rock
23040,2927,say
23041,5591,order
23042,8237,nice
23043,8717,color
23044,4212,real
23045,119,thank
23046,3583,think
23047,7183,tax
23048,7299,subject
23049,4925,fish
23050,5074,window
23051,1107,not
23052,5168,bit
23053,852,share
23054,7412,politics
23055,8302,method
23056,99,poor
23057,1730,edge
23058,299,manage
23059,5956,door
23060,9694,generation
23061,4483,difficult
23062,3308,hope
23063,3676,each
23064,7886,hand
23065,2101,cultural
23066,6211,staff
23067,4257,amount
23068,3130,protect
23069,474,capital
23070,4427,evening
23071,9769,effect
23072,5633,wind
23073,2417,because
23074,9633,admit
23075,846,true
23076,540,system
23077,3781,board
23078,5543,song
23079,2976,year
23080,815,later
23081,5230,appear
23082,5026,car
23083,1224,a
23084,706,family
23085,4360,increase
23086,3986,among
23087,8926,seven
23088,3741,million
23089,127,edge
23090,9802,respond
23091,5165,own
23092,1752,sound
23093,7815,parent
23094,8766,local
23095,9927,best
23096,4895,later
23097,2451,minute
23098,7479,attack
23099,5157,whose
23100,6462,conference
23101,215,safe
23102,9676,may
23103,7794,listen
23104,1206,charge
23105,1620,heavy
23106,2747,close
23107,3114,north
23108,8366,cost
23109,6130,between
23110,3634,west
23111,7732,eye
23112,801,full
23113,5343,police
23114,212,begin
23115,1189,nature
23116,6610,bed
23117,1115,health
23118,3941,in
23119,2878,course
23120,7975,out
23121,7967,hear
23122,8532,degree
23123,5182,technology
23124,1497,occur
23125,5484,manage
23126,2345,pretty
23127,6582,hour
23128,5295,want
23129,3909,industry
23130,5315,his
23131,7077,reality
23132,2028,only
23133,5604,represent
23134,9803,parent
23135,199,near
23136,6213,study
23137,3798,environmental
23138,8558,likely
23139,7674,TV
23140,769,argue
23141,6232,us
23142,7476,popular
23143,2059,theory
23144,5128,whatever
23145,123,good
23146,324,for
23147,3954,few
23148,8305,then
23149,4770,rock
23150,8835,on
23151,6516,film
23152,3966,world
23153,1719,act
23154,6642,discuss
23155,6669,church
23156,9856,recognize
23157,7791,language
23158,6602,think
23159,4753,word
23160,6019,military
23161,7999,answer
23162,4134,condition
23163,4963,eye
23164,6067,own
23165,6780,visit
23166,3171,writer
23167,3876,again
23168,4534,thus
23169,6620,wind
23170,4728,tough
23171,78,personal
23172,2453,difficult
23173,3847,movement
23174,8624,left
23175,2310,happen
23176,420,standard
23177,8661,increase
23178,5695,plant
23179,3867,Congress
23180,5887,nice
23181,5646,everyone
23182,5218,subject
23183,6480,who
23184,3666,realize
23185,2844,mother
23186,2487,might
23187,3801,kid
23188,7168,official
23189,9184,yet
23190,6141,themselves
23191,3281,idea
23192,5290,hundred
23193,6543,camera
23194,4349,also
23195,2265,prepare
23196,3671,half
23197,9022,view
23198,6516,choose
23199,6556,condition
23200,4924,own
23201,1610,black
23202,8424,son
23203,946,must
23204,1842,where
23205,8592,choose
23206,1514,forget
23207,4512,attention
23208,2267,food
23209,633,order
23210,8832,feel
23211,5963,control
23212,512,close
23213,9672,newspaper
23214,4342,within
23215,4678,market
23216,511,scientist
23217,6181,claim
23218,4373,can
23219,7584,foreign
23220,1173,analysis
23221,887,these
23222,4087,be
23223,1862,discuss
23224,7888,scene
23225,2598,peace
23226,6236,program
23227,2299,bring
23228,3373,edge
23229,565,case
23230,7253,able
23231,3384,option
23232,8492,military
23233,6603,see
23234,634,along
23235,3288,certainly
23236,9527,subject
23237,9276,quality
23238,9263,soldier
23239,202,far
23240,9773,decide
23241,1485,stage
23242,6141,world
23243,3268,happy
23244,4441,believe
23245,6328,high
23246,9757,dark
23247,3501,head
23248,4180,data
23249,160,stuff
23250,221,return
23251,3364,court
23252,5463,after
23253,4021,turn
23254,3516,carry
23255,8202,rock
23256,1491,they
23257,7365,Mr
23258,7013,task
23259,3903,able
23260,8299,effect
23261,8257,either
23262,7635,special
23263,3161,high
23264,3169,direction
23265,7263,wonder
23266,3831,explain
23267,8983,building
23268,687,rule
23269,1368,body
23270,7613,last
23271,1332,sign
23272,2087,best
23273,6654,street
23274,7228,herself
23275,1353,leader
23276,4809,garden
23277,783,training
23278,7857,science
23279,5414,may
23280,6995,it
23281,7658,mind
23282,2616,treatment
23283,6039,support
23284,919,ground
23285,3659,method
23286,9076,vote
23287,1919,minute
23288,4056,prepare
23289,8405,employee
23290,2136,spend
23291,9095,few
23292,8214,spring
23293,3215,recent
23294,1062,season
23295,7952,side
23296,4480,sing
23297,7384,safe
23298,3690,far
23299,8182,at
23300,7121,senior
23301,7511,staff
23302,5571,themselves
23303,7939,real
23304,6315,lead
23305,6798,store
23306,8333,truth
23307,5210,sound
23308,5964,series
23309,4916,case
23310,3281,represent
23311,7425,sign
23312,9720,make
23313,6085,American
23314,3353,chance
23315,1113,hand
23316,5181,thousand
23317,7854,their
23318,5606,tough
23319,6513,right
23320,3318,administration
23321,4385,senior
23322,176,sort
23323,3515,here
23324,8517,back
23325,1543,practice
23326,4408,authority
23327,548,likely
23328,5085,stay
23329,1891,cold
23330,6460,experience
23331,8274,respond
23332,7963,institution
23333,7377,role
23334,6968,administration
23335,9161,music
23336,523,how
23337,9899,strong
23338,8983,heavy
23339,8189,look
23340,4636,benefit
23341,4253,kitchen
23342,2709,improve
23343,4619,woman
23344,5062,show
23345,8607,month
23346,7736,news
23347,4481,add
23348,129,present
23349,9397,pattern
23350,9844,leg
23351,5394,fall
23352,2752,sister
23353,462,thousand
23354,4840,drive
23355,3585,similar
23356,3884,civil
23357,8734,class
23358,5477,plan
23359,1342,case
23360,5517,right
23361,6735,personal
23362,8088,growth
23363,3492,recent
23364,877,such
23365,6640,response
23366,1050,of
23367,9312,shake
23368,4577,response
23369,4461,score
23370,6679,international
23371,6587,hotel
23372,3976,mind
23373,3253,wife
23374,1981,task
23375,7566,pattern
23376,8335,participant
23377,6090,card
23378,6403,administration
23379,3859,born
23380,950,painting
23381,2886,exist
23382,3417,despite
23383,242,have
23384,1485,impact
23385,1375,customer
23386,6789,become
23387,1509,east
23388,9038,race
23389,4054,truth
23390,2689,talk
23391,7959,player
23392,278,a
23393,2342,wait
23394,5214,animal
23395,3530,enjoy
23396,5273,clear
23397,9724,certain
23398,4521,whose
23399,6136,able
23400,3153,back
23401,3582,allow
23402,3851,management
23403,3943,into
23404,55,American
23405,4371,cost
23406,8242,black
23407,4344,loss
23408,2363,direction
23409,8619,now
23410,996,Democrat
23411,8247,describe
23412,3523,condition
23413,5095,someone
23414,6186,no
23415,5369,east
23416,7286,agree
23417,3616,perform
23418,7781,expect
23419,6778,by
23420,867,industry
23421,4165,peace
23422,8884,wish
23423,8121,institution
23424,1006,clear
23425,5242,seek
23426,534,fine
23427,7806,meeting
23428,968,truth
23429,1357,development
23430,5496,wall
23431,5729,team
23432,2040,free
23433,3421,image
23434,6285,especially
23435,9928,skin
23436,3922,participant
23437,6245,laugh
23438,4100,need
23439,268,outside
23440,1897,whom
23441,8676,sing
23442,24,sound
23443,7678,popular
23444,7804,short
23445,5692,history
23446,7571,factor
23447,3947,ten
23448,7335,investment
23449,8342,present
23450,6665,sing
23451,9424,society
23452,5021,system
23453,2676,really
23454,3217,before
23455,5672,community
23456,706,set
23457,5641,when
23458,5086,score
23459,4660,campaign
23460,3987,goal
23461,9164,instead
23462,3441,sense
23463,4305,apply
23464,2376,society
23465,9377,move
23466,1385,leg
23467,7134,police
23468,2196,charge
23469,6516,then
23470,4404,peace
23471,7666,interesting
23472,3756,amount
23473,8278,also
23474,9796,represent
23475,8250,eye
23476,4448,thought
23477,462,laugh
23478,6808,different
23479,8393,with
23480,1981,weight
23481,2323,eat
23482,7384,century
23483,4179,represent
23484,1422,at
23485,8988,history
23486,4124,consider
23487,7708,generation
23488,3436,life
23489,7838,born
23490,7588,blue
23491,8546,personal
23492,8361,because
23493,925,trade
23494,7922,structure
23495,7868,yeah
23496,405,instead
23497,2532,deep
23498,9226,watch
23499,7705,president
23500,5664,military
23501,7943,group
23502,1008,responsibility
23503,5392,number
23504,6590,small
23505,3448,last
23506,6483,position
23507,5302,fall
23508,4736,little
23509,2945,garden
23510,9731,close
23511,8037,almost
23512,1210,concern
23513,8902,behavior
23514,2729,next
23515,376,speak
23516,4470,pay
23517,3105,east
23518,4897,war
23519,4665,somebody
23520,4900,land
23521,8815,country
23522,979,decide
23523,5329,event
23524,4348,rise
23525,2849,add
23526,614,base
23527,364,determine
23528,9406,certainly
23529,6851,Congress
23530,4250,by
23531,9033,reflect
23532,6285,compare
23533,1617,leg
23534,4601,item
23535,1944,budget
23536,8314,summer
23537,9693,sport
23538,3795,look
23539,6792,when
23540,5036,data
23541,9903,age
23542,6350,site
23543,1696,high
23544,9966,experience
23545,2079,as
23546,4544,theory
23547,8387,serious
23548,8246,strong
23549,306,indicate
23550,2059,wait
23551,3776,theory
23552,6693,drug
23553,3217,company
23554,3052,seem
23555,7021,option
23556,7540,hundred
23557,2992,realize
23558,5407,which
23559,2202,cell
23560,4116,over
23561,3152,cover
23562,110,official
23563,7286,someone
23564,3995,bad
23565,744,certain
23566,9642,last
23567,951,door
23568,6375,role
23569,3139,expect
23570,8395,student
23571,5468,responsibility
23572,273,indeed
23573,3896,very
23574,6104,pull
23575,6240,until
23576,1657,early
23577,4661,above
23578,8397,security
23579,9305,star
23580,7253,since
23581,7167,myself
23582,3523,upon
23583,8651,speak
23584,5670,weight
23585,7167,instead
23586,9077,provide
23587,9346,stock
23588,1543,walk
23589,5081,upon
23590,208,little
23591,2912,thought
23592,9397,take
23593,1988,military
23594,8976,modern
23595,5244,its
23596,267,education
23597,2296,thing
23598,7208,notice
23599,8997,talk
23600,8435,beautiful
23601,6253,compare
23602,9862,cut
23603,7751,side
23604,4957,impact
23605,8563,turn
23606,8588,property
23607,6859,site
23608,1523,hair
23609,6105,increase
23610,5116,serve
23611,9370,movie
23612,536,fear
23613,9475,focus
23614,9367,art
23615,1850,area
23616,4823,plant
23617,388,truth
23618,1061,car
23619,8647,true
23620,8862,budget
23621,9812,size
23622,7016,back
23623,9968,spend
23624,5575,break
23625,9404,gun
23626,6894,food
23627,609,heavy
23628,9861,open
23629,2854,message
23630,7487,wonder
23631,1394,thought
23632,7887,place
23633,7655,east
23634,5217,side
23635,9738,decide
23636,9186,fire
23637,2969,price
23638,3892,behavior
23639,7401,system
23640,2695,culture
23641,7086,national
23642,3076,growth
23643,627,bank
23644,2118,whole
23645,3588,probably
23646,746,newspaper
23647,6844,finally
23648,6860,fine
23649,7961,put
23650,7000,data
23651,2853,someone
23652,1481,language
23653,7778,program
23654,9787,note
23655,321,right
23656,3125,material
23657,9051,manage
23658,9685,response
23659,7255,local
23660,8379,leg
23661,1906,air
23662,3560,much
23663,9416,both
23664,19,those
23665,9925,include
23666,780,professional
23667,1109,lead
23668,5376,western
23669,5647,billion
23670,5746,its
23671,6925,time
23672,2722,against
23673,730,now
23674,1923,husband
23675,7490,soldier
23676,499,discover
23677,3148,positive
23678,8987,name
23679,1557,music
23680,841,but
23681,2765,dinner
23682,9068,require
23683,4950,yes
23684,474,animal
23685,280,standard
23686,492,leader
23687,8368,maybe
23688,7876,scene
23689,2580,group
23690,8620,pressure
23691,911,attention
23692,4560,understand
23693,832,trip
23694,9602,agency
23695,2061,medical
23696,7323,from
23697,4089,true
23698,9512,any
23699,2419,night
23700,6870,pattern
23701,3299,student
23702,3621,respond
23703,3069,hold
23704,9268,forward
23705,8326,during
23706,601,factor
23707,4706,issue
23708,1813,smile
23709,9722,think
23710,5309,also
23711,8654,no
23712,2023,international
23713,8335,audience
23714,7362,our
23715,3297,involve
23716,1645,into
23717,9132,choose
23718,3433,increase
23719,1967,bar
23720,4722,work
23721,7561,husband
23722,4564,necessary
23723,3005,perform
23724,8825,within
23725,5397,usually
23726,6095,summer
23727,7449,only
23728,5672,choose
23729,4122,focus
23730,3236,after
23731,1630,up
23732,7599,offer
23733,6308,thing
23734,8036,account
23735,144,Republican
23736,7349,think
23737,1002,program
23738,556,wall
23739,9281,able
23740,798,according
23741,3073,at
23742,7008,center
23743,2912,stuff
23744,8879,rather
23745,5433,happy
23746,2236,sure
23747,9738,national
23748,704,customer
23749,6658,billion
23750,1684,reality
23751,8947,they
23752,3270,production
23753,9011,call
23754,4054,into
23755,9150,ball
23756,9069,which
23757,7218,investment
23758,7287,lot
23759,3169,age
23760,2997,defense
23761,1784,budget
23762,8322,small
23763,2780,outside
23764,4945,professional
23765,9566,film
23766,5020,enter
23767,5678,if
23768,8358,environment
23769,7443,agent
23770,5781,represent
23771,1983,home
23772,6121,reflect
23773,6555,understand
23774,7063,that
23775,5976,current
23776,5298,toward
23777,1416,another
23778,145,west
23779,4975,lose
23780,952,ok
23781,7527,season
23782,7047,understand
23783,9796,million
23784,5042,true
23785,7985,human
23786,6065,whatever
23787,436,bit
23788,6569,be
23789,5176,concern
23790,9233,section
23791,3875,question
23792,6358,find
23793,6619,result
23794,320,everything
23795,7495,environment
23796,8251,describe
23797,5923,drive
23798,217,describe
23799,6065,heart
23800,4821,country
23801,7824,best
23802,4196,question
23803,1620,red
23804,6186,may
23805,6418,this
23806,7246,occur
23807,5400,represent
23808,5080,positive
23809,8103,yes
23810,4706,car
23811,4603,them
23812,9885,late
23813,6755,big
23814,8863,church
23815,5654,themselves
23816,3035,consumer
23817,5884,against
23818,2128,change
23819,8013,institution
23820,1841,box
23821,8392,parent
23822,3590,five
23823,7836,phone
23824,3706,late
23825,7553,call
23826,8317,day
23827,9568,could
23828,1940,talk
23829,6171,color
23830,2487,safe
23831,1940,dream
23832,4537,step
23833,4588,seat
23834,1004,spend
23835,520,amount
23836,8439,himself
23837,839,key
23838,6705,attention
23839,4890,less
23840,1946,concern
23841,6173,four
23842,434,anything
23843,8332,health
23844,1667,our
23845,9941,central
23846,2350,ball
23847,3647,score
23848,1739,home
23849,1202,particular
23850,5943,PM
23851,8235,financial
23852,7365,catch
23853,8181,hour
23854,3187,side
23855,2736,attention
23856,5955,carry
23857,7036,early
23858,4325,reduce
23859,2025,summer
23860,4460,process
23861,3038,community
23862,2949,few
23863,9018,trip
23864,4027,personal
23865,9484,generation
23866,3546,author
23867,2658,threat
23868,8300,against
23869,4148,opportunity
23870,3794,ok
23871,7046,bit
23872,7771,either
23873,935,write
23874,1382,hard
23875,2148,may
23876,1560,high
23877,665,activity
23878,3741,our
23879,5474,nature
23880,6748,send
23881,6286,even
23882,2078,performance
23883,6494,chair
23884,9782,trouble
23885,1733,theory
23886,9399,admit
23887,6154,price
23888,7685,stand
23889,2343,unit
23890,9784,run
23891,7923,industry
23892,3245,find
23893,174,exist
23894,3142,reason
23895,8651,heart
23896,2587,benefit
23897,7705,bill
23898,5011,voice
23899,1013,already
23900,496,offer
23901,9408,light
23902,9098,everybody
23903,320,economic
23904,8398,anyone
23905,724,girl
23906,5960,dinner
23907,6159,then
23908,9946,figure
23909,2639,stop
23910,960,thousand
23911,1097,teacher
23912,4647,hope
23913,8374,maybe
23914,8992,really
23915,4989,letter
23916,4031,happy
23917,2282,talk
23918,2243,party
23919,6545,population
23920,3134,research
23921,9025,myself
23922,8733,today
23923,6330,them
23924,1669,quickly
23925,4268,wall
23926,5150,say
23927,4993,stuff
23928,936,risk
23929,842,military
23930,7623,expert
23931,5124,put
23932,4759,experience
23933,2794,information
23934,1618,finish
23935,244,question
23936,7348,here
23937,7740,step
23938,9588,question
23939,5402,establish
23940,8658,son
23941,437,political
23942,5074,camera
23943,6351,lead
23944,3626,clearly
23945,6334,everyone
23946,8363,tell
23947,7006,address
23948,4795,consider
23949,7774,strong
23950,1256,into
23951,8873,coach
23952,2813,boy
23953,1317,agree
23954,3397,study
23955,6162,beyond
23956,9780,this
23957,5741,like
23958,5172,who
23959,2856,west
23960,4983,crime
23961,1013,knowledge
23962,5867,manager
23963,1822,character
23964,856,kid
23965,4039,bar
23966,8419,send
23967,3945,establish
23968,774,music
23969,2384,huge
23970,2755,attorney
23971,7796,democratic
23972,8818,simply
23973,8156,number
23974,5095,other
23975,1494,think
23976,1722,news
23977,4294,offer
23978,681,wonder
23979,4537,card
23980,9820,recent
23981,3758,final
23982,4035,result
23983,280,black
23984,9280,sit
23985,7518,relationship
23986,3187,within
23987,1014,front
23988,3414,exactly
23989,7150,effort
23990,7679,in
23991,4150,surface
23992,4383,share
23993,5004,pay
23994,6093,coach
23995,1385,high
23996,3844,beyond
23997,5701,play
23998,5895,performance
23999,6552,adult
24000,4097,network
24001,4964,eight
24002,5717,event
24003,4417,myself
24004,9095,decision
24005,4116,increase
24006,689,stock
24007,8287,air
24008,4969,trade
24009,1961,audience
24010,2237,agreement
24011,8356,response
24012,2401,marriage
24013,1964,color
24014,3012,firm
24015,733,production
24016,9111,science
24017,1406,side
24018,4980,admit
24019,4527,capital
24020,1675,family
24021,3567,eye
24022,4825,person
24023,4959,finish
24024,7318,base
24025,6444,skin
24026,982,close
24027,2964,especially
24028,2172,very
24029,8631,black
24030,4290,feel
24031,8676,under
24032,7696,factor
24033,6090,themselves
24034,2529,picture
24035,9389,wish
24036,4578,five
24037,4324,anything
24038,350,sport
24039,437,beat
24040,203,season
24041,8302,goal
24042,7666,day
24043,3195,once
24044,6444,scene
24045,2547,scientist
24046,6718,movie
24047,2258,study
24048,7899,live
24049,4263,wind
24050,8593,program
24051,8222,training
24052,3364,nor
24053,9486,remember
24054,4416,clear
24055,6058,sport
24056,6370,remain
24057,7391,spring
24058,4036,magazine
24059,4002,work
24060,3346,rule
24061,3812,Mr
24062,9375,professional
24063,7533,daughter
24064,8817,step
24065,8116,light
24066,2266,single
24067,6320,factor
24068,4315,happen
24069,1065,meet
24070,7785,clear
24071,5404,one
24072,3907,number
24073,816,buy
24074,5765,over
24075,58,line
24076,1703,light
24077,5125,share
24078,5931,door
24079,7898,fish
24080,5914,seek
24081,2689,father
24082,7149,help
24083,782,point
24084,2504,particular
24085,8062,same
24086,5652,history
24087,6996,radio
24088,5114,bed
24089,2221,four
24090,7473,land
24091,8078,blue
24092,9180,human
24093,4385,room
24094,5361,thank
24095,1881,quickly
24096,5726,call
24097,245,establish
24098,9781,then
24099,897,others
24100,8951,dinner
24101,8005,recent
24102,8266,box
24103,2143,sport
24104,2227,seat
24105,491,firm
24106,3610,choose
24107,9174,serve
24108,3840,option
24109,8398,away
24110,7309,including
24111,3857,learn
24112,4376,town
24113,8747,huge
24114,4200,difficult
24115,5238,try
24116,8929,upon
24117,4446,beautiful
24118,2231,crime
24119,3310,someone
24120,2339,weight
24121,8227,factor
24122,6780,model
24123,6206,knowledge
24124,6354,admit
24125,1849,character
24126,3221,room
24127,7702,boy
24128,4445,key
24129,820,doctor
24130,9129,care
24131,670,discuss
24132,9031,protect
24133,5741,without
24134,5702,serve
24135,4331,budget
24136,7532,movement
24137,3745,operation
24138,1691,ability
24139,7577,walk
24140,2333,alone
24141,7266,particular
24142,2420,dog
24143,3100,measure
24144,4295,material
24145,6965,travel
24146,7330,nice
24147,8132,head
24148,6880,thus
24149,5245,machine
24150,7916,arrive
24151,4533,class
24152,5212,continue
24153,9773,fish
24154,3074,per
24155,7178,sell
24156,8920,available
24157,1875,property
24158,6683,religious
24159,1565,argue
24160,2495,realize
24161,7325,clear
24162,8630,involve
24163,8161,energy
24164,4100,run
24165,949,evidence
24166,4766,threat
24167,4416,view
24168,8208,individual
24169,1000,approach
24170,4405,American
24171,6202,these
24172,3704,also
24173,1871,drive
24174,2973,which
24175,3685,program
24176,8782,art
24177,1992,summer
24178,7974,hard
24179,6088,then
24180,632,trouble
24181,3266,night
24182,3483,still
24183,4895,sometimes
24184,9033,animal
24185,8073,those
24186,1184,wish
24187,8223,job
24188,7319,age
24189,2525,network
24190,6748,over
24191,7936,enough
24192,7775,personal
24193,8833,share
24194,1753,professor
24195,8798,finish
24196,4234,plan
24197,5051,through
24198,4969,research
24199,4443,town
24200,9374,seem
24201,4044,Democrat
24202,9300,rich
24203,9892,always
24204,831,of
24205,4397,site
24206,1045,suggest
24207,9988,lawyer
24208,7725,language
24209,485,form
24210,438,argue
24211,4341,likely
24212,4654,head
24213,3308,top
24214,4752,a
24215,5591,of
24216,2664,official
24217,6372,standard
24218,8356,fine
24219,2133,cup
24220,832,above
24221,3669,assume
24222,2092,occur
24223,8320,accept
24224,3005,also
24225,7669,cut
24226,5706,including
24227,8351,today
24228,2463,assume
24229,4883,television
24230,7185,bad
24231,9757,seat
24232,8682,debate
24233,7478,perform
24234,2652,approach
24235,2387,down
24236,7665,difficult
24237,9077,scene
24238,7643,budget
24239,4280,quickly
24240,4330,respond
24241,9822,must
24242,1112,pattern
24243,4266,mention
24244,977,road
24245,2690,book
24246,1071,sign
24247,734,miss
24248,3866,avoid
24249,9933,and
24250,7747,daughter
24251,3322,but
