ad_click_id,ad_id,user_id
25077,884,1766
25078,1028,1671
25079,1744,8753
25080,1235,5628
25081,1265,2801
25082,772,2546
25083,1680,9627
25084,1439,7539
25085,1826,4830
25086,237,2939
25087,396,2245
25088,372,8772
25089,1821,1715
25090,461,309
25091,1583,5519
25092,1682,1672
25093,287,3304
25094,709,2461
25095,1841,6412
25096,58,4392
25097,670,3298
25098,1647,308
25099,867,4835
25100,1427,2367
25101,493,5209
25102,880,8502
25103,201,7326
25104,968,6171
25105,186,4073
25106,1524,8112
25107,619,2504
25108,1542,2037
25109,338,5064
25110,352,9120
25111,53,8956
25112,597,4923
25113,1426,2235
25114,454,941
25115,860,873
25116,1323,9398
25117,331,3061
25118,46,9178
25119,1071,6027
25120,50,974
25121,601,9915
25122,772,688
25123,1270,985
25124,1885,9731
25125,1057,3911
25126,712,5146
25127,1736,9582
25128,1438,1748
25129,1718,8297
25130,663,973
25131,1230,9715
25132,124,1527
25133,1824,9028
25134,1110,8960
25135,1410,2929
25136,1373,6323
25137,478,784
25138,146,1921
25139,562,1898
25140,312,890
25141,500,330
25142,1712,7600
25143,276,6616
25144,1318,2952
25145,532,3864
25146,1934,5412
25147,26,8777
25148,1077,3716
25149,259,4352
25150,1822,6557
25151,903,6192
25152,1171,6797
25153,1149,1008
25154,1301,7319
25155,302,3367
25156,627,296
25157,850,7932
25158,578,7822
25159,470,8157
25160,734,5637
25161,20,8976
25162,1194,3758
25163,57,3461
25164,857,2025
25165,346,7660
25166,1626,5583
25167,1590,7723
25168,483,9841
25169,286,828
25170,1415,4261
25171,1399,7845
25172,1099,3234
25173,1783,9748
25174,1008,3537
25175,1646,8950
25176,365,4298
25177,1908,6411
25178,1112,7767
25179,99,5214
25180,1715,3910
25181,1951,6536
25182,451,2924
25183,1543,9879
25184,1085,1525
25185,1049,1919
25186,864,2968
25187,1011,6779
25188,779,115
25189,552,8066
25190,230,7434
25191,1455,9860
25192,165,6998
25193,436,4970
25194,1122,3471
25195,1190,8757
25196,213,6122
25197,274,9482
25198,841,2775
25199,1014,124
25200,433,9663
25201,915,8245
25202,1250,4037
25203,1415,4513
25204,1466,5925
25205,203,1407
25206,1523,454
25207,1230,7786
25208,510,563
25209,890,2852
25210,676,7747
25211,869,556
25212,1728,465
25213,1585,8063
25214,354,2216
25215,1639,9066
25216,1237,6538
25217,1439,8054
25218,807,9387
25219,717,5970
25220,1563,9614
25221,1531,3760
25222,198,6721
25223,1884,6189
25224,318,761
25225,1210,7131
25226,890,1219
25227,829,5030
25228,1517,7666
25229,281,1111
25230,462,9292
25231,187,6171
25232,1402,9769
25233,46,1249
25234,1893,2196
25235,1530,7821
25236,672,2169
25237,490,6137
25238,596,2193
25239,539,7519
25240,458,8478
25241,1530,817
25242,106,2546
25243,1733,6720
25244,1880,5973
25245,1927,4412
25246,1519,3759
25247,1875,1149
25248,617,785
25249,1149,8222
25250,1089,2057
25251,1274,4730
25252,694,6883
25253,382,4168
25254,1313,8135
25255,720,3256
25256,1374,4513
25257,1358,346
25258,1214,9583
25259,1174,4737
25260,1640,4154
25261,956,2495
25262,615,6957
25263,980,7205
25264,1285,7330
25265,1150,4030
25266,818,2098
25267,896,7680
25268,295,9908
25269,89,3767
25270,674,132
25271,1050,5202
25272,1788,5778
25273,190,192
25274,1743,5384
25275,1731,4816
25276,344,8725
25277,135,2071
25278,794,8055
25279,367,7086
25280,1711,5497
25281,51,5147
25282,236,9247
25283,1730,4078
25284,1863,1019
25285,971,472
25286,1429,3534
25287,1166,2507
25288,1141,7228
25289,1963,2407
25290,1147,1139
25291,176,2761
25292,370,2946
25293,765,2092
25294,1465,9225
25295,29,6463
25296,426,4724
25297,140,3469
25298,1315,646
25299,1010,8759
25300,460,9052
25301,1716,4411
25302,303,7911
25303,1835,4531
25304,1106,101
25305,349,1815
25306,804,2824
25307,772,7144
25308,647,7426
25309,1403,7913
25310,800,3654
25311,1689,9433
25312,340,3863
25313,798,5987
25314,1281,9331
25315,256,220
25316,1577,9830
25317,94,6600
25318,1585,3086
25319,1720,4385
25320,1467,532
25321,1438,4903
25322,1932,9419
25323,463,2051
25324,1516,1372
25325,584,1627
25326,1212,290
25327,2,182
25328,1697,6134
25329,800,2486
25330,56,6400
25331,1445,5277
25332,1907,5029
25333,834,7350
25334,1463,5532
25335,1551,1118
25336,1115,9894
25337,681,6484
25338,997,9480
25339,91,3351
25340,303,1478
25341,1253,8515
25342,174,5104
25343,509,5391
25344,329,3396
25345,1641,2443
25346,602,8191
25347,306,1208
25348,1117,9122
25349,1980,7171
25350,105,2477
25351,436,2363
25352,957,99
25353,631,1207
25354,917,3240
25355,1754,6379
25356,15,7059
25357,1232,4286
25358,1796,8024
25359,131,2636
25360,386,5422
25361,189,6253
25362,597,3476
25363,1499,2534
25364,1596,8306
25365,899,3806
25366,1007,6088
25367,993,7007
25368,1803,5442
25369,1147,2761
25370,54,3665
25371,1770,456
25372,150,7769
25373,322,8280
25374,214,4561
25375,1668,5864
25376,1378,4890
25377,1883,5250
25378,819,7743
25379,569,4255
25380,615,6769
25381,1588,1037
25382,676,915
25383,1262,627
25384,384,2102
25385,43,9399
25386,685,8019
25387,571,3854
25388,110,7277
25389,2,1632
25390,1752,5584
25391,720,7046
25392,996,8160
25393,1311,5691
25394,78,2908
25395,1242,3361
25396,1310,4095
25397,1423,8668
25398,763,2162
25399,4,1829
25400,1798,4994
25401,1960,8157
25402,417,2770
25403,773,114
25404,681,7034
25405,1745,9165
25406,302,7930
25407,1045,5216
25408,1899,7973
25409,1391,8751
25410,521,2349
25411,458,426
25412,1935,7996
25413,596,8698
25414,124,4382
25415,216,1279
25416,1926,910
25417,1966,2862
25418,568,9118
25419,130,3381
25420,537,6696
25421,930,3033
25422,1670,9892
25423,1678,8099
25424,1746,327
25425,863,5868
25426,523,2880
25427,49,7320
25428,966,7596
25429,432,133
25430,1513,720
25431,1561,4434
25432,762,3178
25433,1681,8372
25434,1374,3889
25435,358,5493
25436,1764,8890
25437,961,1783
25438,883,2459
25439,1909,6260
25440,375,1287
25441,326,2167
25442,1427,9853
25443,1306,1327
25444,1637,6480
25445,626,1578
25446,47,8803
25447,57,9638
25448,769,9258
25449,679,5487
25450,800,6594
25451,1932,2989
25452,1642,3943
25453,1683,2491
25454,786,162
25455,1267,5565
25456,1709,8481
25457,1132,8663
25458,1789,9660
25459,538,5448
25460,1845,965
25461,1078,2314
25462,126,5822
25463,1726,9051
25464,1847,6094
25465,601,137
25466,404,8564
25467,1467,1979
25468,311,6140
25469,1060,6095
25470,36,65
25471,1350,3582
25472,1178,2993
25473,1329,1629
25474,1950,1334
25475,1448,5109
25476,1485,7698
25477,1481,8856
25478,1347,8569
25479,117,4504
25480,179,2991
25481,550,9580
25482,1323,2628
25483,35,5604
25484,1217,4631
25485,567,646
25486,332,8423
25487,833,6842
25488,1741,2388
25489,1748,4355
25490,404,8220
25491,1204,6275
25492,1779,9148
25493,1677,1391
25494,366,6472
25495,854,4963
25496,1361,8931
25497,1920,2228
25498,164,8443
25499,919,8807
25500,1609,2147
25501,1435,631
25502,77,6450
25503,738,5289
25504,1571,1072
25505,10,987
25506,1675,1206
25507,1088,6941
25508,1887,880
25509,1104,1046
25510,1748,3878
25511,1433,7692
25512,1626,6962
25513,758,1592
25514,15,2079
25515,177,1514
25516,843,783
25517,1524,17
25518,94,4597
25519,221,6405
25520,482,8813
25521,996,2305
25522,415,8815
25523,1619,1171
25524,1355,2391
25525,212,4740
25526,1751,4051
25527,807,76
25528,1875,1918
25529,716,7321
25530,1080,9405
25531,978,2886
25532,783,3784
25533,381,4980
25534,772,7530
25535,1959,1180
25536,420,9805
25537,1754,7677
25538,1794,5200
25539,312,8499
25540,54,5376
25541,1265,1311
25542,1600,5654
25543,492,3142
25544,1538,7854
25545,969,7873
25546,927,222
25547,460,1169
25548,1307,5303
25549,1923,5735
25550,1109,6510
25551,1015,4874
25552,539,9248
25553,1352,1812
25554,1686,3084
25555,1522,9921
25556,494,192
25557,1957,5801
25558,271,6644
25559,1235,6933
25560,1689,4283
25561,1889,50
25562,471,4559
25563,1934,9410
25564,1665,9752
25565,66,1364
25566,1787,2482
25567,1321,5066
25568,1740,5646
25569,974,2005
25570,1225,4636
25571,11,9566
25572,967,4497
25573,113,7711
25574,207,2728
25575,248,8992
25576,1081,9896
25577,1990,8585
25578,1384,7821
25579,1429,9062
25580,1190,1886
25581,1232,3667
25582,986,8028
25583,1205,6035
25584,956,8431
25585,1539,9579
25586,461,2625
25587,691,8156
25588,1655,4381
25589,1919,8479
25590,519,6113
25591,1240,6733
25592,923,8685
25593,772,7737
25594,389,8880
25595,520,9620
25596,1564,8768
25597,13,9437
25598,1613,4526
25599,140,5130
25600,13,6157
25601,188,7000
25602,1272,6668
25603,1736,1211
25604,1587,5987
25605,1139,799
25606,918,3266
25607,857,7010
25608,1018,9191
25609,1634,9957
25610,741,9015
25611,1016,6006
25612,1393,1711
25613,916,2534
25614,1706,7796
25615,457,5341
25616,56,7935
25617,923,916
25618,1086,2348
25619,1630,1179
25620,925,7032
25621,1048,9992
25622,1962,3893
25623,294,8548
25624,370,3401
25625,509,2329
25626,1981,6242
25627,504,9871
25628,851,4204
25629,1908,3196
25630,256,2174
25631,198,5977
25632,236,9632
25633,1317,3324
25634,1036,3564
25635,668,2445
25636,84,9646
25637,244,9385
25638,886,9926
25639,1102,853
25640,1822,3032
25641,485,2307
25642,367,119
25643,1931,6502
25644,74,8294
25645,937,4658
25646,1220,5798
25647,1157,2692
25648,349,9294
25649,1181,7812
25650,1188,8405
25651,914,8439
25652,1097,1307
25653,1531,5444
25654,785,8443
25655,903,1987
25656,844,1217
25657,1986,8568
25658,1412,2824
25659,480,1030
25660,859,1331
25661,1439,4662
25662,119,3742
25663,171,6678
25664,71,7315
25665,1249,6420
25666,631,3463
25667,1500,8863
25668,1617,4885
25669,244,3323
25670,1827,9717
25671,1210,5395
25672,1830,8919
25673,1748,9263
25674,127,1908
25675,5,2640
25676,911,7386
25677,815,8130
25678,1585,3216
25679,1990,1017
25680,1706,5211
25681,269,141
25682,360,9744
25683,1842,9911
25684,1162,3291
25685,663,1068
25686,749,2845
25687,1821,9285
25688,496,1359
25689,1393,4478
25690,1446,9604
25691,623,5121
25692,1645,8529
25693,1051,9530
25694,429,3504
25695,1336,4780
25696,1203,6161
25697,600,4512
25698,304,9886
25699,1072,6235
25700,1588,3020
25701,1302,3133
25702,1528,3851
25703,1315,5155
25704,1012,6046
25705,557,5867
25706,1738,8324
25707,1709,8390
25708,1710,7511
25709,1720,6310
25710,856,200
25711,718,7428
25712,1585,5541
25713,798,6840
25714,1174,9000
25715,399,7767
25716,62,3488
25717,1330,1130
25718,336,840
25719,1444,9709
25720,117,2103
25721,753,5634
25722,1966,8785
25723,44,253
25724,1874,3346
25725,711,6033
25726,1526,3320
25727,1424,8992
25728,323,7592
25729,1481,7475
25730,715,8282
25731,1784,8444
25732,429,2383
25733,762,8904
25734,831,8408
25735,1423,7175
25736,1136,8303
25737,914,5644
25738,570,3202
25739,1654,8268
25740,188,4752
25741,831,4954
25742,471,6982
25743,1123,3642
25744,570,8606
25745,63,9978
25746,388,1437
25747,1770,2613
25748,1814,2839
25749,580,9580
25750,518,968
25751,801,6621
25752,1390,2239
25753,1939,6640
25754,1512,463
25755,427,8382
25756,641,3656
25757,1004,261
25758,151,1084
25759,505,2240
25760,1573,9065
25761,411,6871
25762,890,8864
25763,1501,8816
25764,1813,6332
25765,651,1029
25766,1956,9236
25767,1047,3617
25768,1474,2583
25769,1791,992
25770,1410,8844
25771,1207,9840
25772,527,2511
25773,1747,4329
25774,920,2140
25775,383,4575
25776,801,3845
25777,1043,1422
25778,581,2522
25779,563,7961
25780,1712,8825
25781,1436,3321
25782,1643,7433
25783,1431,6434
25784,880,9128
25785,983,6169
25786,1717,5942
25787,1090,5906
25788,869,5584
25789,1346,3518
25790,744,5839
25791,258,6422
25792,643,4679
25793,940,4937
25794,1459,9058
25795,1817,4232
25796,295,7356
25797,778,268
25798,1881,4114
25799,1905,2613
25800,122,4739
25801,40,7448
25802,1727,3778
25803,251,4963
25804,814,9773
25805,1000,3362
25806,332,9078
25807,801,2087
25808,1855,5940
25809,527,8453
25810,248,4734
25811,1193,3431
25812,648,8991
25813,1168,5481
25814,194,714
25815,148,594
25816,714,9670
25817,1043,9327
25818,41,2343
25819,1748,3817
25820,1893,507
25821,1412,7107
25822,520,6445
25823,277,1143
25824,698,8231
25825,881,6186
25826,1598,5278
25827,1068,8721
25828,128,9676
25829,239,1667
25830,331,2057
25831,722,2253
25832,277,9086
25833,805,7204
25834,1057,7486
25835,307,7902
25836,968,2891
25837,1998,1051
25838,209,4088
25839,18,5646
25840,1227,1701
25841,1059,5954
25842,1825,2596
25843,1218,8957
25844,912,5796
25845,1841,2031
25846,1625,8119
25847,1002,2519
25848,1175,5091
25849,1704,8263
25850,1844,1998
25851,816,8554
25852,1410,4628
25853,1653,2964
25854,30,5003
25855,407,2854
25856,274,4222
25857,1178,9843
25858,1782,2707
25859,1895,7888
25860,1833,6101
25861,546,3654
25862,1414,6701
25863,1055,4930
25864,807,1380
25865,1658,1100
25866,425,9066
25867,196,537
25868,1927,7871
25869,1434,4495
25870,1299,5704
25871,45,9003
25872,1671,3598
25873,1537,5056
25874,664,2608
25875,1155,2738
25876,944,8518
25877,1472,7732
25878,38,6182
25879,1086,5302
25880,1462,9094
25881,1229,374
25882,1062,1221
25883,1223,1015
25884,276,1740
25885,254,5773
25886,526,4511
25887,541,8275
25888,1020,2895
25889,579,3840
25890,507,2883
25891,967,5951
25892,684,3730
25893,696,8624
25894,442,4362
25895,1335,6663
25896,1267,2664
25897,182,8659
25898,60,231
25899,1734,8922
25900,291,1483
25901,201,5600
25902,1318,8674
25903,1191,5923
25904,1554,8179
25905,1603,4685
25906,939,3686
25907,480,6724
25908,1285,4084
25909,889,7919
25910,1190,7365
25911,816,7767
25912,1587,9231
25913,677,6027
25914,1322,4667
25915,272,7437
25916,1001,7745
25917,1471,7333
25918,1546,1023
25919,1881,6550
25920,441,7523
25921,657,8113
25922,60,1786
25923,1231,6131
25924,1362,4468
25925,1168,4208
25926,1294,5557
25927,683,285
25928,1912,581
25929,135,6841
25930,362,3405
25931,1381,1285
25932,1525,5283
25933,98,8964
25934,1372,6608
25935,1572,8949
25936,1877,1555
25937,845,9639
25938,135,3488
25939,1025,7654
25940,1317,4383
25941,1523,414
25942,1538,3829
25943,512,2432
25944,1999,7337
25945,863,7562
25946,1577,4230
25947,1350,4031
25948,478,5108
25949,676,7761
25950,246,2783
25951,228,6834
25952,1520,1598
25953,1216,8218
25954,774,3509
25955,671,1812
25956,1508,1380
25957,588,8729
25958,1058,4153
25959,1173,2011
25960,332,5020
25961,1005,2362
25962,607,8680
25963,1279,1969
25964,1079,8093
25965,1247,4560
25966,1834,3919
25967,815,9346
25968,1105,8313
25969,1524,8208
25970,852,6743
25971,383,4250
25972,1106,167
25973,1364,9835
25974,1869,2487
25975,899,7381
25976,399,431
25977,1638,9087
25978,562,4326
25979,315,2136
25980,90,9091
25981,1920,9395
25982,1636,8828
25983,505,8974
25984,1445,9041
25985,191,6895
25986,1699,4371
25987,1538,6336
25988,339,1618
25989,55,8896
25990,1047,7190
25991,1559,5582
25992,709,282
25993,51,2632
25994,781,7705
25995,1906,1407
25996,55,8653
25997,757,9275
25998,371,5641
25999,1223,857
26000,1732,2377
26001,1411,4918
26002,1317,2078
26003,857,2624
26004,1755,6945
26005,213,9427
26006,1020,8801
26007,614,9107
26008,1711,8619
26009,1499,8330
26010,155,3340
26011,260,4713
26012,846,8715
26013,343,2259
26014,1278,8426
26015,1690,3801
26016,1839,7242
26017,1697,3841
26018,87,2284
26019,1160,9527
26020,846,6257
26021,1057,5272
26022,1560,8742
26023,1444,3848
26024,1174,7885
26025,490,6398
26026,1454,5173
26027,1171,6915
26028,1394,2967
26029,801,9323
26030,1024,8501
26031,703,960
26032,775,6547
26033,1495,1134
26034,1489,4863
26035,1303,412
26036,785,1179
26037,1274,1033
26038,1081,4869
26039,1927,3388
26040,367,6654
26041,1384,7557
26042,1777,7695
26043,353,870
26044,1566,1620
26045,696,4804
26046,169,8995
26047,532,7359
26048,38,5877
26049,740,9626
26050,1420,4488
26051,1774,7259
26052,1590,7917
26053,1798,5920
26054,1318,17
26055,1064,6728
26056,930,367
26057,446,6445
26058,117,7068
26059,1175,6189
26060,935,8956
26061,1348,9223
26062,815,4125
26063,1541,5576
26064,570,1909
26065,1608,8434
26066,1739,4470
26067,1991,3428
26068,136,98
26069,1395,3380
26070,1259,3291
26071,1486,806
26072,269,7332
26073,1041,3234
26074,925,6213
26075,1531,1811
26076,1692,8146
26077,1991,4389
26078,1294,2963
26079,536,8698
26080,733,5325
26081,933,1073
26082,1681,1080
26083,447,8486
26084,407,1013
26085,693,1388
26086,608,4799
26087,1081,1091
26088,605,5196
26089,159,668
26090,1689,1941
26091,1334,758
26092,1851,1002
26093,1014,2772
26094,1014,8962
26095,1082,2245
26096,280,4865
26097,239,4757
26098,1225,2282
26099,135,8989
26100,1282,3020
26101,294,4117
26102,934,8571
26103,1225,822
26104,1439,5189
26105,495,5679
26106,1299,9147
26107,1529,712
26108,1871,2665
26109,298,3469
26110,615,9100
26111,609,2815
26112,1207,5325
26113,563,6225
26114,323,4722
26115,1095,3671
26116,166,6930
26117,1607,7020
26118,64,8657
26119,1358,8929
26120,778,2702
26121,1000,194
26122,1233,2482
26123,1661,4747
26124,301,5528
26125,1053,5716
26126,1862,7574
26127,1011,3596
26128,405,4760
26129,1319,6529
26130,1565,5143
26131,1744,2919
26132,1450,4339
26133,1549,4284
26134,42,6103
26135,1969,7047
26136,109,4915
26137,195,8168
26138,1591,644
26139,1502,6398
26140,718,5362
26141,665,3017
26142,1570,2102
26143,1097,9063
26144,1160,8734
26145,202,2127
26146,267,9703
26147,1875,113
26148,330,9514
26149,1647,3030
26150,351,8969
26151,228,4324
26152,129,4995
26153,970,8487
26154,1980,1960
26155,2,778
26156,1977,6505
26157,453,233
26158,592,2548
26159,645,5954
26160,264,1665
26161,1615,9605
26162,719,4740
26163,1800,9801
26164,1822,7229
26165,128,5430
26166,1568,6726
26167,197,4853
26168,286,3816
26169,1372,5814
26170,226,8829
26171,355,4414
26172,265,7027
26173,746,8016
26174,458,5769
26175,649,3430
26176,207,1019
26177,1888,8823
26178,761,9516
26179,1846,2559
26180,109,1603
26181,150,4313
26182,1869,83
26183,1116,3648
26184,1006,3146
26185,955,1197
26186,809,5027
26187,1003,2796
26188,463,4996
26189,1555,8891
26190,1090,1620
26191,1002,6394
26192,1534,1668
26193,1604,8589
26194,1413,5569
26195,1351,930
26196,1484,3328
26197,1864,5437
26198,617,8281
26199,431,335
26200,1596,9650
26201,129,9112
26202,1734,7482
26203,1554,191
26204,66,8809
26205,1989,1629
26206,1321,7319
26207,974,2206
26208,1665,8740
26209,1173,6109
26210,1918,5630
26211,1624,8076
26212,1880,8074
26213,979,9671
26214,573,4156
26215,277,5416
26216,1073,3882
26217,1297,7124
26218,9,3050
26219,334,9108
26220,1383,8443
26221,1277,3321
26222,483,1420
26223,1268,1033
26224,1126,8214
26225,1261,2914
26226,1878,4799
26227,295,4915
26228,1362,5323
26229,1213,7699
26230,1117,8002
26231,342,7730
26232,987,5024
26233,317,3046
26234,883,7291
26235,1977,7705
26236,3,2126
26237,1452,5705
26238,798,3144
26239,1010,7045
26240,431,1444
26241,1929,5320
26242,34,4895
26243,1286,540
26244,897,9953
26245,1636,492
26246,1210,5379
26247,834,9934
26248,130,9157
26249,699,2193
26250,1737,500
26251,1187,9287
26252,669,5057
26253,1813,8503
26254,1122,5330
26255,246,3870
26256,1765,2190
26257,747,9302
26258,349,3928
26259,1223,4559
26260,866,349
26261,556,8894
26262,110,447
26263,578,7391
26264,352,5990
26265,1782,2934
26266,84,7280
26267,411,6263
26268,1209,310
26269,1910,1568
26270,823,4376
26271,1807,1375
26272,731,7668
26273,1365,4327
26274,1393,4250
26275,1076,4055
26276,1143,1032
26277,736,449
26278,495,8956
26279,59,9423
26280,1275,5070
26281,716,5356
26282,54,3525
26283,596,5838
26284,215,3671
26285,1193,2020
26286,240,1507
26287,862,8222
26288,1550,4334
26289,1156,2791
26290,1360,8679
26291,839,6804
26292,380,3826
26293,776,2551
26294,587,1616
26295,1578,2726
26296,1977,9338
26297,722,4431
26298,1083,9174
26299,1985,6122
26300,1834,1532
26301,772,4115
26302,1581,2541
26303,947,8966
26304,1901,2181
26305,1788,6288
26306,1190,3340
26307,1571,2712
26308,291,9196
26309,1731,7589
26310,6,1428
26311,80,5368
26312,170,1620
26313,538,226
26314,222,924
26315,747,4644
26316,200,9467
26317,795,1753
26318,592,6129
26319,616,5085
26320,619,8578
26321,336,5899
26322,764,6025
26323,585,480
26324,821,3555
26325,1953,3482
26326,1185,2339
26327,1001,6787
26328,1747,210
26329,1110,8541
26330,722,365
26331,907,9504
26332,239,6767
26333,905,9820
26334,1453,9104
26335,819,4199
26336,955,4429
26337,898,9344
26338,138,2859
26339,194,4697
26340,546,1007
26341,174,4433
26342,1613,461
26343,814,2411
26344,472,44
26345,451,1804
26346,1501,8948
26347,1451,8478
26348,1876,9721
26349,1495,3762
26350,40,7463
26351,807,1357
26352,806,1941
26353,1016,1459
26354,1690,7206
26355,1658,6708
26356,1359,5470
26357,644,3950
26358,826,337
26359,573,6538
26360,1614,8869
26361,466,93
26362,1323,6465
26363,654,4124
26364,433,4739
26365,1418,4873
26366,552,3217
26367,1907,8469
26368,1157,4681
26369,1896,7760
26370,415,6229
26371,1680,192
26372,269,8056
26373,75,727
26374,265,6215
26375,1600,5773
26376,1949,4238
26377,644,273
26378,1326,381
26379,93,4638
26380,1391,1385
26381,1711,6184
26382,693,735
26383,943,4991
26384,146,751
26385,550,2796
26386,1730,5160
26387,1348,4921
26388,1286,4085
26389,199,7996
26390,1255,3380
26391,1602,7944
26392,468,8157
26393,1561,4042
26394,1199,6953
26395,1477,6589
26396,487,5424
26397,448,8891
26398,1415,428
26399,1757,9817
26400,826,7664
26401,1994,4006
26402,1383,1793
26403,1693,6211
26404,1302,6770
26405,1917,5378
26406,992,1431
26407,1892,1109
26408,1634,8771
26409,1385,7962
26410,1452,9441
26411,1236,855
26412,1557,2428
26413,417,6568
26414,585,5334
26415,741,4494
26416,1497,8625
26417,1312,3729
26418,947,1382
26419,1329,1747
26420,1097,2357
26421,1139,2184
26422,66,321
26423,955,8853
26424,422,8565
26425,704,5706
26426,1012,8182
26427,1284,8765
26428,877,1717
26429,1615,2100
26430,1147,5193
26431,1194,682
26432,1288,7274
26433,579,9906
26434,1192,2886
26435,1362,7389
26436,75,2918
26437,1068,8822
26438,735,2888
26439,1059,2890
26440,656,8051
26441,1070,6756
26442,712,5846
26443,1400,5850
26444,881,5606
26445,366,3008
26446,762,9509
26447,1622,5813
26448,84,7556
26449,1787,3088
26450,1386,5980
26451,1017,7628
26452,1184,9897
26453,872,1913
26454,418,4157
26455,733,6325
26456,546,4410
26457,1667,9197
26458,1014,2292
26459,1900,6609
26460,1332,8581
26461,107,8205
26462,1923,5142
26463,1259,8267
26464,199,8069
26465,1886,6613
26466,1940,4724
26467,777,4028
26468,1290,2292
26469,1032,587
26470,1450,6776
26471,1852,7548
26472,167,5515
26473,1812,983
26474,1921,4390
26475,1122,1577
26476,838,7229
26477,239,2538
26478,943,8703
26479,287,4960
26480,1745,834
26481,1122,6353
26482,1548,8224
26483,670,2790
26484,1588,7277
26485,1769,3756
26486,235,4968
26487,512,3820
26488,1585,213
26489,766,167
26490,237,2485
26491,1537,4620
26492,1348,1869
26493,527,5060
26494,1357,9289
26495,187,699
26496,772,5768
26497,472,4210
26498,647,5990
26499,1688,2162
26500,1900,5026
26501,282,8042
26502,1132,7300
26503,271,3256
26504,198,6172
26505,147,7793
26506,1936,798
26507,612,9719
26508,238,3827
26509,664,2110
26510,1797,6212
26511,1555,8022
26512,906,8850
26513,192,240
26514,1874,9265
26515,871,4038
26516,1322,8212
26517,312,9663
26518,1474,4642
26519,103,6954
26520,1295,2908
26521,1858,1442
26522,608,9104
26523,1434,4100
26524,172,7421
26525,1513,566
26526,1007,1403
26527,1806,1393
26528,1342,3334
26529,940,9542
26530,697,7195
26531,1534,9616
26532,774,8803
26533,682,9897
26534,1137,6618
26535,77,82
26536,833,3349
26537,1025,658
26538,267,8390
26539,1412,4629
26540,1962,5716
26541,1894,6906
26542,909,3995
26543,1421,3088
26544,1176,3386
26545,1208,898
26546,129,4722
26547,821,8791
26548,1213,8258
26549,711,1344
26550,1253,9220
26551,1678,8252
26552,882,4961
26553,1021,2092
26554,1627,5760
26555,371,4263
26556,1032,1717
26557,887,4857
26558,1837,5012
26559,587,4308
26560,1470,6836
26561,998,7486
26562,390,7628
26563,884,4815
26564,476,9017
26565,809,3964
26566,924,1298
26567,1667,8818
26568,1164,4349
26569,1196,7133
26570,1478,8397
26571,1307,1347
26572,1108,2337
26573,1063,4019
26574,1129,8613
26575,1524,5808
26576,1001,9123
26577,1609,8479
26578,1343,601
26579,1693,3000
26580,48,5466
26581,1696,506
26582,17,8665
26583,1115,5922
26584,901,6443
26585,1971,8129
26586,1733,3282
26587,181,5402
26588,1374,3173
26589,1036,5084
26590,591,5666
26591,1169,9031
26592,1071,8875
26593,838,7004
26594,1657,7611
26595,1782,2813
26596,562,7953
26597,678,489
26598,68,3035
26599,1677,9782
26600,1454,153
26601,621,2009
26602,537,9360
26603,1581,8786
26604,348,4282
26605,69,4913
26606,1794,2631
26607,1372,8814
26608,1629,1117
26609,1335,9484
26610,202,3756
26611,722,2589
26612,1733,7368
26613,997,1842
26614,1440,1010
26615,1340,4953
26616,1417,7694
26617,1181,6898
26618,6,5690
26619,1,4409
26620,88,1342
26621,533,8070
26622,1423,936
26623,594,9140
26624,1229,757
26625,302,318
26626,1323,9528
26627,383,7519
26628,214,4082
26629,1209,3501
26630,302,1859
26631,803,6815
26632,379,5189
26633,1050,2885
26634,1068,342
26635,1942,6622
26636,1995,3963
26637,1741,1686
26638,305,3804
26639,1950,358
26640,637,9590
26641,635,8982
26642,1594,2336
26643,1681,9747
26644,986,7423
26645,1057,3466
26646,367,7641
26647,1470,2199
26648,587,7937
26649,1245,6277
26650,1753,8082
26651,1242,2820
26652,1032,5192
26653,895,9623
26654,551,9055
26655,287,6127
26656,1893,7963
26657,1079,7658
26658,1517,9727
26659,1969,9136
26660,197,4599
26661,196,752
26662,1827,4907
26663,1959,2855
26664,1321,6936
26665,1727,5119
26666,131,568
26667,1330,3560
26668,1009,9967
26669,1966,2257
26670,891,8855
26671,1988,6469
26672,1430,4893
26673,572,89
26674,1108,1776
26675,379,8126
26676,1816,2090
26677,1609,8521
26678,1945,9795
26679,639,4198
26680,1998,526
26681,908,3587
26682,1680,6365
26683,186,3656
26684,254,6046
26685,1059,9591
26686,610,5951
26687,1933,5956
26688,585,426
26689,1810,8064
26690,734,2357
26691,1087,3343
26692,1358,6016
26693,508,2568
26694,447,5644
26695,1921,9124
26696,931,3453
26697,476,8010
26698,932,6521
26699,384,9008
26700,991,4646
26701,707,5579
26702,1075,9009
26703,906,7085
26704,1906,362
26705,1044,4660
26706,1126,4325
26707,481,9403
26708,741,2498
26709,1778,5637
26710,716,2945
26711,1781,8798
26712,218,757
26713,1327,4437
26714,73,4563
26715,970,4081
26716,345,9596
26717,952,515
26718,562,8146
26719,818,9806
26720,1543,3961
26721,304,9886
26722,288,1868
26723,313,4149
26724,1837,3662
26725,1039,3044
26726,1208,1720
26727,1807,5707
26728,1823,3237
26729,1985,8915
26730,1703,8698
26731,1820,9604
26732,959,8337
26733,998,6120
26734,1303,5060
26735,683,3523
26736,1308,3616
26737,1145,7301
